NAME                                VERSION                            TYPE   
libperl5.36                         5.36.0-7ubuntu0.23.04.2            deb     
libpixman-1-0                       0.42.2-1                           deb     
libpng16-16                         1.6.39-2                           deb     
libproc2-0                          2:4.0.3-1ubuntu1                   deb     
libpsl5                             0.21.2-1                           deb     
libpython3-stdlib                   3.11.2-1                           deb     
libpython3.11-minimal               3.11.4-1~23.04.1                   deb     
libpython3.11-stdlib                3.11.4-1~23.04.1                   deb     
libreadline8                        8.2-1.3                            deb     
librsvg2-2                          2.54.5+dfsg-1ubuntu2.1             deb     
librsvg2-common                     2.54.5+dfsg-1ubuntu2.1             deb     
librtmp1                            2.4+20151223.gitfa8646d.1-2build4  deb     
libsasl2-2                          2.1.28+dfsg-10                     deb     
libsasl2-modules                    2.1.28+dfsg-10                     deb     
libsasl2-modules-db                 2.1.28+dfsg-10                     deb     
libseccomp2                         2.5.4-1ubuntu3                     deb     
libselinux1                         3.4-1build4                        deb     
libsemanage-common                  3.4-1build4                        deb     
libsemanage2                        3.4-1build4                        deb     
libsepol2                           3.4-2                              deb     
libsmartcols1                       2.38.1-4ubuntu1                    deb     
libspng0                            0.7.3-3                            deb     
libsqlite3-0                        3.40.1-1                           deb     
libss2                              1.47.0-1ubuntu1                    deb     
libssh-4                            0.10.4-2ubuntu0.1                  deb     
libssl3                             3.0.8-1ubuntu1.4                   deb     
libstdc++6                          13.1.0-2ubuntu2~23.04              deb     
libsystemd0                         252.5-2ubuntu3                     deb     
libtasn1-6                          4.19.0-2                           deb     
libthai-data                        0.1.29-1build1                     deb     
libthai0                            0.1.29-1build1                     deb     
libtheora0                          1.1.1+dfsg.1-16.1                  deb     
libtiff6                            4.5.0-5ubuntu1.2                   deb     
libtinfo6                           6.4-2ubuntu0.1                     deb     
libtirpc-common                     1.3.3+ds-1                         deb     
libtirpc3                           1.3.3+ds-1                         deb     
libudev1                            252.5-2ubuntu3                     deb     
libudfread0                         1.1.2-1                            deb     
libunistring2                       1.0-2                              deb     
libuuid1                            2.38.1-4ubuntu1                    deb     
libva2                              2.17.0-1                           deb     
libvorbis0a                         1.3.7-1build2                      deb     
libvorbisenc2                       1.3.7-1build2                      deb     
libvorbisfile3                      1.3.7-1build2                      deb     
libvpx7                             1.12.0-1ubuntu1.2                  deb     
libwebp7                            1.2.4-0.1ubuntu0.23.04.2           deb     
libwebpdemux2                       1.2.4-0.1ubuntu0.23.04.2           deb     
libwebpmux3                         1.2.4-0.1ubuntu0.23.04.2           deb     
libx11-6                            2:1.8.4-2ubuntu0.3                 deb     
libx11-data                         2:1.8.4-2ubuntu0.3                 deb     
libx11-xcb1                         2:1.8.4-2ubuntu0.3                 deb     
libx264-164                         2:0.164.3095+gitbaee400-2build1    deb     
libx265-199                         3.5-2                              deb     
libxau6                             1:1.0.9-1build5                    deb     
libxcb-dri2-0                       1.15-1                             deb     
libxcb-dri3-0                       1.15-1                             deb     
libxcb-present0                     1.15-1                             deb     
libxcb-randr0                       1.15-1                             deb     
libxcb-render0                      1.15-1                             deb     
libxcb-shm0                         1.15-1                             deb     
libxcb-sync1                        1.15-1                             deb     
libxcb-xfixes0                      1.15-1                             deb     
libxcb1                             1.15-1                             deb     
libxdmcp6                           1:1.1.3-0ubuntu5                   deb     
libxext6                            2:1.3.4-1build1                    deb     
libxml2                             2.9.14+dfsg-1.1ubuntu0.1           deb     
libxpm4                             1:3.5.12-1.1ubuntu0.1              deb     
libxrender1                         1:0.9.10-1.1                       deb     
libxshmfence1                       1.3-1build4                        deb     
libxslt1.1                          1.1.35-1                           deb     
libxtables12                        1.8.7-1ubuntu7                     deb     
libxxhash0                          0.8.1-1                            deb     
libzstd1                            1.5.4+dfsg2-4                      deb     
libzvbi-common                      0.2.41-1                           deb     
libzvbi0                            0.2.41-1                           deb     
locales                             2.37-0ubuntu2.1                    deb     
login                               1:4.13+dfsg1-1ubuntu1              deb     
logsave                             1.47.0-1ubuntu1                    deb     
lru-cache                           10.0.1                             npm     
lru-cache                           6.0.0                              npm     
make-fetch-happen                   13.0.0                             npm     
mawk                                1.3.4.20200120-3.1                 deb     
media-types                         10.0.0                             deb     
mesa-va-drivers                     23.0.4-0ubuntu1~23.04.1            deb     
minimatch                           9.0.3                              npm     
minipass                            3.3.6                              npm     
minipass                            5.0.0                              npm     
minipass                            7.0.4                              npm     
minipass-collect                    1.0.2                              npm     
minipass-fetch                      3.0.4                              npm     
minipass-flush                      1.0.5                              npm     
minipass-json-stream                1.0.1                              npm     
minipass-pipeline                   1.2.4                              npm     
minipass-sized                      1.0.3                              npm     
minizlib                            2.1.2                              npm     
mkdirp                              1.0.4                              npm     
